Product ID,Product Name,Segment,Category - Subcategory,Product Weight Pounds
OFF-AP-3375,belkin f9h710-06 7 outlet surgemaster surge protector,Corporate,Office Supplies - Appliances,113
OFF-ST-3848,"contico 72""h heavy-duty storage system",Consumer,Office Supplies - Storage,13
OFF-LA-5978,self-adhesive removable labels,Consumer,Office Supplies - Labels,84
FUR-FU-6279,"tenex traditional chairmats for hard floors, average lip, 36"" x 48""",Consumer,Furniture - Furnishings,7
OFF-BI-3983,dxl angle-view binders with locking rings by samsill,Consumer,Office Supplies - Binders,94
OFF-ST-5077,letter size file,Home Office,Office Supplies - Storage,51
FUR-CH-4418,"global leather task chair, black",Corporate,Furniture - Chairs,52
OFF-AP-4961,"kitchenaid refrigerator, red",Consumer,Office Supplies - Appliances,74
FUR-CH-4623,hon 5400 series task chairs for big and tall,Corporate,Furniture - Chairs,90
TEC-PH-3509,blackberry q10,Corporate,Technology - Phones,148
OFF-EN-5075,letter or legal size expandable poly string tie envelopes,Corporate,Office Supplies - Envelopes,53
OFF-PA-6490,xerox 1936,Consumer,Office Supplies - Paper,106
FUR-TA-3556,boxoffice by design rectangular and half-moon meeting room tables,Consumer,Furniture - Tables,16
FUR-CH-4674,hon pagoda stacking chairs,Consumer,Furniture - Chairs,82
TEC-MA-6149,"startech printer, white",Corporate,Technology - Machines,93
OFF-AP-4741,hoover shoulder vac commercial portable vacuum,Consumer,Office Supplies - Appliances,52
OFF-ST-3078,akro stacking bins,Consumer,Office Supplies - Storage,131
OFF-PA-5664,"recycled desk saver line ""while you were out"" book, 5 1/2"" x 4""",Home Office,Office Supplies - Paper,70
FUR-CH-4652,hon every-day chair series swivel task chairs,Consumer,Furniture - Chairs,98
FUR-FU-4233,"executive impressions 14"" two-color numerals wall clock",Consumer,Furniture - Furnishings,133
FUR-TA-3773,"chromcraft training table, adjustable height",Home Office,Furniture - Tables,39
TEC-PH-5820,samsung galaxy s iii - 16gb - pebble blue (t-mobile),Consumer,Technology - Phones,7
OFF-BI-3277,"avery framed view binder, ezd ring (locking), navy, 1 1/2""",Consumer,Office Supplies - Binders,71
FUR-FU-6099,stackable trays,Corporate,Furniture - Furnishings,101
FUR-FU-6280,"tenex traditional chairmats for medium pile carpet, standard lip, 36"" x 48""",Consumer,Furniture - Furnishings,67
OFF-EN-3108,"ames peel and seal, recycled",Consumer,Office Supplies - Envelopes,72
OFF-AP-6318,tripp lite isotel 6 outlet surge protector with fax/modem protection,Consumer,Office Supplies - Appliances,101
TEC-PH-5630,powergen dual usb car charger,Corporate,Technology - Phones,33
TEC-MA-6145,"startech phone, white",Consumer,Technology - Machines,68
FUR-FU-4047,"eldon expressions desk accessory, wood pencil holder, oak",Consumer,Furniture - Furnishings,6
TEC-PH-5362,nortel business series terminal t7208 digital phone,Consumer,Technology - Phones,9
FUR-FU-4023,eldon 500 class desk accessories,Consumer,Furniture - Furnishings,45
TEC-AC-5600,plantronics audio 478 stereo usb headset,Consumer,Technology - Accessories,23
OFF-BI-5669,recycled premium regency composition covers,Corporate,Office Supplies - Binders,141
TEC-PH-3782,cisco 8x8 inc. 6753i ip business phone system,Corporate,Technology - Phones,14
OFF-BI-4367,"gbc standard recycled report covers, clear plastic sheets",Consumer,Office Supplies - Binders,129
TEC-PH-6091,speck products candyshell flip case,Consumer,Technology - Phones,22
OFF-BI-3250,avery binder labels,Corporate,Office Supplies - Binders,20
OFF-EN-5974,security-tint envelopes,Home Office,Office Supplies - Envelopes,73
TEC-AC-6342,"verbatim 25 gb 6x blu-ray single layer recordable disc, 3/pack",Home Office,Technology - Accessories,41
FUR-FU-4757,howard miller 12-3/4 diameter accuwave ds  wall clock,Corporate,Furniture - Furnishings,138
TEC-PH-5624,polycom soundstation2 ex conference phone,Consumer,Technology - Phones,30
TEC-MA-3855,cubify cubex 3d printer triple head print,Corporate,Technology - Machines,142
OFF-BI-5638,"premium transparent presentation covers, no pattern/clear, 8 1/2"" x 11""",Consumer,Office Supplies - Binders,80
OFF-PA-6544,xerox 1986,Consumer,Office Supplies - Paper,39
OFF-ST-6216,"stur-d-stor shelving, vertical 5-shelf: 72""h x 36""w x 18 1/2""d",Corporate,Office Supplies - Storage,47
TEC-PH-6626,xiaomi mi3,Home Office,Technology - Phones,92
TEC-AC-5129,"logitech mouse, usb",Home Office,Technology - Accessories,144
FUR-BO-5529,o'sullivan living dimensions 5-shelf bookcases,Consumer,Furniture - Bookcases,136
TEC-MA-4278,fellowes powershred hs-440 4-sheet high security shredder,Consumer,Technology - Machines,65
FUR-CH-4415,"global leather and oak executive chair, black",Consumer,Furniture - Chairs,29
FUR-CH-4700,"hon steel folding chair, set of two",Consumer,Furniture - Chairs,92
TEC-MA-5576,"panasonic receipt printer, red",Corporate,Technology - Machines,78
TEC-PH-5606,plantronics encore h101 dual earpieces headset,Home Office,Technology - Phones,126
OFF-PA-6555,xerox 1996,Corporate,Office Supplies - Paper,65
OFF-BI-3728,cardinal easyopen d-ring binders,Consumer,Office Supplies - Binders,141
OFF-PA-3997,"eaton memo slips, recycled",Corporate,Office Supplies - Paper,104
TEC-MA-6302,texas instruments ti-34 scientific calculator,Consumer,Technology - Machines,15
OFF-AR-3960,deluxe chalkboard eraser cleaner,Consumer,Office Supplies - Art,134
OFF-ST-4088,eldon portable mobile manager,Consumer,Office Supplies - Storage,114
TEC-MA-5497,"okidata card printer, durable",Consumer,Technology - Machines,8
OFF-ST-2922,acco perma 4000 stacking storage drawers,Consumer,Office Supplies - Storage,36
OFF-ST-5595,"personal filing tote with lid, black/gray",Corporate,Office Supplies - Storage,110
OFF-AR-5304,newell 326,Home Office,Office Supplies - Art,33
OFF-PA-6357,weyerhaeuser first choice laser/copy paper (20lb. and 88 bright),Corporate,Office Supplies - Paper,78
OFF-AR-5291,newell 314,Consumer,Office Supplies - Art,72
FUR-FU-5985,"seth thomas 14"" putty-colored wall clock",Consumer,Furniture - Furnishings,141
OFF-AR-5327,newell 347,Consumer,Office Supplies - Art,89
FUR-TA-3770,"chromcraft round table, fully assembled",Consumer,Furniture - Tables,115
OFF-AR-3536,boston ks multi-size manual pencil sharpener,Consumer,Office Supplies - Art,72
FUR-TA-3358,"barricks wood table, rectangular",Consumer,Furniture - Tables,43
OFF-AR-5928,sanford pocket accent highlighters,Corporate,Office Supplies - Art,87
OFF-PA-2847,"""while you were out"" message book, one form per page",Corporate,Office Supplies - Paper,16
OFF-AP-4966,"kitchenaid stove, silver",Corporate,Office Supplies - Appliances,65
FUR-FU-6240,"tenex contemporary contur chairmats for low and medium pile carpet, computer, 39"" x 49""",Home Office,Furniture - Furnishings,58
OFF-ST-4255,fellowes desktop hanging file manager,Corporate,Office Supplies - Storage,62
TEC-AC-4872,imation 30456 usb flash drive 8gb,Corporate,Technology - Accessories,93
OFF-PA-6459,xerox 1908,Consumer,Office Supplies - Paper,63
OFF-BI-6098,"square ring data binders, rigid 75 pt. covers, 11"" x 14-7/8""",Home Office,Office Supplies - Binders,104
TEC-MA-5013,"konica phone, wireless",Consumer,Technology - Machines,57
OFF-FA-3586,"brites rubber bands, 1 1/2 oz. box",Consumer,Office Supplies - Fasteners,81
OFF-AR-5301,newell 323,Corporate,Office Supplies - Art,137
FUR-FU-4111,"electrix architect's clamp-on swing arm lamp, black",Consumer,Furniture - Furnishings,120
TEC-MA-3783,cisco 9971 ip video phone charcoal,Corporate,Technology - Machines,49
OFF-LA-3217,avery 497,Consumer,Office Supplies - Labels,13
TEC-CO-3699,canon pc1080f personal copier,Corporate,Technology - Copiers,103
OFF-PA-6572,xerox 21,Corporate,Office Supplies - Paper,98
OFF-PA-6560,xerox 20,Consumer,Office Supplies - Paper,132
FUR-BO-5520,o'sullivan 2-shelf heavy-duty bookcases,Consumer,Furniture - Bookcases,97
TEC-PH-5244,mophie juice pack helium for iphone,Consumer,Technology - Phones,8
FUR-TA-3348,"barricks round table, adjustable height",Home Office,Furniture - Tables,9
FUR-FU-3883,dana halogen swing-arm architect lamp,Corporate,Furniture - Furnishings,20
OFF-PA-6415,"wirebound message book, 4 per page",Corporate,Office Supplies - Paper,50
TEC-AC-5147,logitech illuminated - keyboard,Consumer,Technology - Accessories,61
FUR-CH-4422,"global stack chair with arms, black",Consumer,Furniture - Chairs,28
OFF-LA-3215,avery 495,Corporate,Office Supplies - Labels,104
OFF-AP-3585,"breville toaster, white",Corporate,Office Supplies - Appliances,96
OFF-AP-4608,"holmes replacement filter for hepa air cleaner, large room",Consumer,Office Supplies - Appliances,71
FUR-BO-5521,o'sullivan 3-shelf heavy-duty bookcases,Consumer,Furniture - Bookcases,91
OFF-PA-6417,"wirebound message books, 5-1/2 x 4 forms, 2 or 4 forms per page",Corporate,Office Supplies - Paper,86
TEC-AC-5214,memorex mini travel drive 64 gb usb 2.0 flash drive,Consumer,Technology - Accessories,148
TEC-AC-4941,keytronic kt400u2 - keyboard - black,Consumer,Technology - Accessories,54
OFF-AP-4969,"kitchenaid toaster, red",Corporate,Office Supplies - Appliances,144
OFF-AP-4731,"hoover microwave, red",Consumer,Office Supplies - Appliances,47
TEC-PH-5518,ooma telo voip home phone system,Consumer,Technology - Phones,140
OFF-BI-4375,gbc velobinder manual binding system,Home Office,Office Supplies - Binders,100
TEC-AC-4141,enermax aurora lite keyboard,Consumer,Technology - Accessories,137
OFF-PA-3014,"adams write n' stick phone message book, 11"" x 5 1/4"", 200 messages",Corporate,Office Supplies - Paper,46
OFF-AR-5554,panasonic kp-4abk battery-operated pencil sharpener,Consumer,Office Supplies - Art,55
OFF-EN-6325,"tyvek  top-opening peel & seel envelopes, plain white",Corporate,Office Supplies - Envelopes,137
OFF-PA-6615,"xerox message books, premium",Home Office,Office Supplies - Paper,21
OFF-BI-6390,wilson jones dubllock d-ring binders,Consumer,Office Supplies - Binders,95
OFF-AR-5312,newell 333,Home Office,Office Supplies - Art,113
OFF-AR-5284,newell 308,Corporate,Office Supplies - Art,138
OFF-PA-5228,"message book, standard line ""while you were out"", 5 1/2"" x 4"", 200 sets/book",Home Office,Office Supplies - Paper,110
OFF-ST-4516,hanging personal folder file,Consumer,Office Supplies - Storage,37
OFF-BI-6018,"slimview poly binder, 3/8""",Consumer,Office Supplies - Binders,147
FUR-FU-4018,"eldon 200 class desk accessories, black",Home Office,Furniture - Furnishings,105
FUR-CH-5230,"metal folding chairs, beige, 4/carton",Consumer,Furniture - Chairs,112
OFF-PA-6519,xerox 1963,Home Office,Office Supplies - Paper,115
OFF-AP-4222,"eureka the boss plus 12-amp hard box upright vacuum, red",Consumer,Office Supplies - Appliances,106
OFF-ST-3360,"belkin 19"" center-weighted shelf, gray",Consumer,Office Supplies - Storage,137
TEC-PH-3167,at&t cl83451 4-handset telephone,Corporate,Technology - Phones,125
TEC-MA-3693,canon imageclass mf7460 monochrome digital laser multifunction copier,Home Office,Technology - Machines,18
FUR-TA-3758,"chromcraft coffee table, with bottom storage",Corporate,Furniture - Tables,111
OFF-AR-4010,"eberhard faber 3 1/2"" golf pencils",Corporate,Office Supplies - Art,47
OFF-BI-4837,ibico standard transparent covers,Home Office,Office Supplies - Binders,111
TEC-PH-3166,at&t cl82213,Consumer,Technology - Phones,10
OFF-PA-3116,"ampad poly cover wirebound steno book, 6"" x 9"" assorted colors, gregg ruled",Home Office,Office Supplies - Paper,65
FUR-TA-3414,"bevis coffee table, fully assembled",Corporate,Furniture - Tables,11
OFF-EN-5667,"recycled interoffice envelopes with re-use-a-seal closure, 10 x 13",Consumer,Office Supplies - Envelopes,28
OFF-ST-6245,"tenex file box, personal filing tote with lid, black",Corporate,Office Supplies - Storage,52
TEC-PH-5565,panasonic kx-tg9541b dect 6.0 digital 2-line expandable cordless phone with digital answering system,Consumer,Technology - Phones,42
OFF-LA-3238,avery 516,Consumer,Office Supplies - Labels,118
OFF-AR-3524,boston 19500 mighty mite electric pencil sharpener,Corporate,Office Supplies - Art,94
FUR-BO-5523,o'sullivan 5-shelf heavy-duty bookcases,Corporate,Furniture - Bookcases,74
FUR-CH-5427,office star - ergonomic mid back chair with 2-way adjustable arms,Consumer,Furniture - Chairs,68
OFF-BI-3268,avery durable slant ring binders with label holder,Home Office,Office Supplies - Binders,81
TEC-AC-5145,logitech wireless touch keyboard k400,Corporate,Technology - Accessories,129
FUR-CH-4406,global enterprise series seating low-back swivel/tilt chairs,Consumer,Furniture - Chairs,115
FUR-FU-3922,dax two-tone silver metal document frame,Corporate,Furniture - Furnishings,97
OFF-LA-3231,avery 51,Consumer,Office Supplies - Labels,41
FUR-FU-5416,nu-dell executive frame,Home Office,Furniture - Furnishings,26
OFF-LA-5976,self-adhesive address labels for typewriters by universal,Consumer,Office Supplies - Labels,94
OFF-SU-5981,serrated blade or curved handle hand letter openers,Corporate,Office Supplies - Supplies,63
FUR-FU-5983,"seth thomas 13 1/2"" wall clock",Home Office,Furniture - Furnishings,139
OFF-PA-3159,astroparche fine business paper,Home Office,Office Supplies - Paper,122
OFF-AR-3522,"boston 1827 commercial additional cutter, drive gear & gear rack for 1606",Consumer,Office Supplies - Art,66
TEC-PH-4793,htc one,Corporate,Technology - Phones,111
FUR-FU-4100,"eldon stackable tray, side-load, legal, smoke",Home Office,Furniture - Furnishings,40
TEC-AC-4300,first data fd10 pin pad,Corporate,Technology - Accessories,120
FUR-TA-3419,"bevis computer table, with bottom storage",Corporate,Furniture - Tables,124
OFF-BI-2925,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", light blue",Corporate,Office Supplies - Binders,95
FUR-TA-3434,"bevis traditional conference table top, plinth base",Consumer,Furniture - Tables,21
OFF-PA-5675,rediform s.o.s. phone message books,Consumer,Office Supplies - Paper,101
TEC-PH-3794,cisco ip phone 7961g-ge voip phone,Corporate,Technology - Phones,101
OFF-LA-6022,smead alpha-z color-coded second alphabetical labels and starter set,Corporate,Office Supplies - Labels,78
TEC-PH-4802,i.sound portable power - 8000 mah,Home Office,Technology - Phones,56
OFF-PA-4465,green bar computer printout paper,Corporate,Office Supplies - Paper,84
OFF-ST-5594,personal file boxes with fold-down carry handle,Consumer,Office Supplies - Storage,101
OFF-AP-3362,"belkin 325va ups surge protector, 6'",Corporate,Office Supplies - Appliances,114
FUR-FU-3925,dax wood document frame.,Consumer,Furniture - Furnishings,148
TEC-AC-6351,wd my passport ultra 1tb portable external hard drive,Corporate,Technology - Accessories,118
OFF-AR-5309,newell 330,Corporate,Office Supplies - Art,38
OFF-BI-4337,gbc docubind 200 manual binding machine,Consumer,Office Supplies - Binders,111
OFF-PA-6564,xerox 202,Home Office,Office Supplies - Paper,118
OFF-AR-4795,"hunt boston model 1606 high-volume electric pencil sharpener, beige",Corporate,Office Supplies - Art,126
FUR-CH-5429,office star - mesh screen back chair with vinyl seat,Consumer,Furniture - Chairs,45
FUR-TA-4625,hon 94000 series round tables,Corporate,Furniture - Tables,132
OFF-LA-3239,avery 517,Corporate,Office Supplies - Labels,129
FUR-FU-4331,"floodlight indoor halogen bulbs, 1 bulb per pack, 60 watts",Corporate,Furniture - Furnishings,89
OFF-PA-6533,xerox 1976,Consumer,Office Supplies - Paper,86
TEC-AC-5605,plantronics cs510 - over-the-head monaural wireless headset system,Consumer,Technology - Accessories,50
FUR-FU-6354,westinghouse clip-on gooseneck lamps,Corporate,Furniture - Furnishings,59
TEC-PH-5088,lg g2,Home Office,Technology - Phones,21
TEC-PH-5561,panasonic kx ts3282b corded phone,Corporate,Technology - Phones,90
OFF-AP-2933,acco smartsocket color-coded six-outlet ac adapter model surge protectors,Consumer,Office Supplies - Appliances,105
FUR-FU-3830,"c-line magnetic cubicle keepers, clear polypropylene",Consumer,Furniture - Furnishings,39
OFF-BI-5584,peel & stick add-on corner pockets,Consumer,Office Supplies - Binders,37
FUR-TA-3413,"bevis coffee table, adjustable height",Consumer,Furniture - Tables,11
OFF-BI-4379,gbc wire binding strips,Corporate,Office Supplies - Binders,19
OFF-PA-6583,xerox 22,Consumer,Office Supplies - Paper,7
TEC-AC-5192,"memorex 25gb 6x branded blu-ray recordable disc, 30/pack",Consumer,Technology - Accessories,114
OFF-PA-6495,xerox 1940,Corporate,Office Supplies - Paper,52
TEC-AC-5215,memorex mini travel drive 8 gb usb 2.0 flash drive,Consumer,Technology - Accessories,149
TEC-PH-4972,kld oscar ii style snap-on ultra thin side flip synthetic leather cover case for htc one htc m7,Corporate,Technology - Phones,43
FUR-TA-5062,"lesro round table, adjustable height",Corporate,Furniture - Tables,13
FUR-TA-3620,bush advantage collection round conference table,Home Office,Furniture - Tables,90
OFF-PA-5190,"memo book, 100 message capacity, 5 3/8” x 11”",Consumer,Office Supplies - Paper,90
OFF-LA-3234,avery 512,Home Office,Office Supplies - Labels,40
FUR-CH-5423,office star - contemporary swivel chair with padded adjustable arms and flex back,Consumer,Furniture - Chairs,5
TEC-PH-5660,rca visys 25425re1 corded phone,Consumer,Technology - Phones,122
OFF-PA-3328,avoid verbal orders carbonless minifold book,Consumer,Office Supplies - Paper,139
OFF-LA-3222,avery 500,Home Office,Office Supplies - Labels,21
TEC-MA-5489,okidata b400 printer,Consumer,Technology - Machines,93
OFF-AP-2888,acco 6 outlet guardian standard surge suppressor,Consumer,Office Supplies - Appliances,126
OFF-AR-3972,"dixon ticonderoga core-lock colored pencils, 48-color set",Corporate,Office Supplies - Art,146
TEC-CO-4583,hewlett packard 310 color digital copier,Consumer,Technology - Copiers,24
FUR-TA-4616,"hon 30"" x 60"" table with locking drawer",Corporate,Furniture - Tables,142
FUR-FU-4053,"eldon expressions wood and plastic desk accessories, oak",Consumer,Furniture - Furnishings,125
OFF-BI-3118,"angle-d binders with locking rings, label holders",Consumer,Office Supplies - Binders,14
OFF-LA-3327,avery white multi-purpose labels,Home Office,Office Supplies - Labels,11
OFF-ST-6015,"simplifile personal file, black granite, 15w x 6-15/16d x 11-1/4h",Home Office,Office Supplies - Storage,105
FUR-TA-3340,"barricks computer table, adjustable height",Consumer,Furniture - Tables,133
OFF-AR-6323,turquoise lead holder with pocket clip,Consumer,Office Supplies - Art,63
TEC-MA-5278,neatdesk desktop scanner & digital filing system,Corporate,Technology - Machines,93
OFF-BI-5641,"pressboard data binder, crimson, 12"" x 8 1/2""",Consumer,Office Supplies - Binders,105
FUR-TA-3435,"bevis training table, adjustable height",Consumer,Furniture - Tables,104
FUR-CH-4618,hon 4070 series pagoda armless upholstered stacking chairs,Home Office,Furniture - Chairs,78
OFF-ST-4073,eldon jumbo profile portable file boxes graphite/black,Consumer,Office Supplies - Storage,83
FUR-CH-5430,office star - mid back dual function ergonomic high back chair with 2-way adjustable arms,Home Office,Furniture - Chairs,80
TEC-MA-3788,cisco cp-7937g unified ip conference station phone,Consumer,Technology - Machines,50
TEC-PH-3160,at&t 1070 corded phone,Corporate,Technology - Phones,73
OFF-PA-6500,xerox 1945,Consumer,Office Supplies - Paper,76
OFF-AP-2885,acco 6 outlet guardian basic surge suppressor,Corporate,Office Supplies - Appliances,78
FUR-BO-3641,"bush library with doors, pine",Corporate,Furniture - Bookcases,114
OFF-AR-3970,"dixon prang watercolor pencils, 10-color set with brush",Corporate,Office Supplies - Art,83
OFF-LA-3230,avery 509,Consumer,Office Supplies - Labels,106
OFF-PA-3012,"adams telephone message book w/frequently-called numbers space, 400 messages per book",Corporate,Office Supplies - Paper,10
FUR-BO-5944,sauder barrister bookcases,Consumer,Furniture - Bookcases,20
FUR-BO-5957,"sauder facets collection library, sky alder finish",Consumer,Furniture - Bookcases,27
FUR-CH-4395,global chrome stack chair,Consumer,Furniture - Chairs,121
FUR-FU-4383,"ge 4 foot flourescent tube, 40 watt",Consumer,Furniture - Furnishings,59
TEC-MA-3173,ativa v4110mdd micro-cut shredder,Consumer,Technology - Machines,49
TEC-CO-4585,hewlett packard laserjet 3310 copier,Home Office,Technology - Copiers,42
TEC-MA-5015,"konica printer, red",Consumer,Technology - Machines,134
FUR-TA-5057,"lesro conference table, adjustable height",Consumer,Furniture - Tables,132
TEC-AC-5106,logitech g35 7.1-channel surround sound headset,Home Office,Technology - Accessories,17
OFF-AP-6319,tripp lite isotel 8 ultra 8 outlet metal surge,Consumer,Office Supplies - Appliances,28
OFF-EN-3612,brown kraft recycled envelopes,Home Office,Office Supplies - Envelopes,62
TEC-PH-4459,grandstream gxp2100 mainstream business phone,Corporate,Technology - Phones,27
OFF-PA-5597,petty cash envelope,Corporate,Office Supplies - Paper,68
TEC-CO-3697,"canon ink, laser",Consumer,Technology - Copiers,85
OFF-AP-4726,hoover commercial lightweight upright vacuum,Consumer,Office Supplies - Appliances,75
OFF-PA-6447,xerox 1897,Corporate,Office Supplies - Paper,57
TEC-PH-5257,motorola l804,Home Office,Technology - Phones,12
FUR-TA-3421,"bevis conference table, rectangular",Consumer,Furniture - Tables,83
FUR-CH-4407,global ergonomic managers chair,Corporate,Furniture - Chairs,120
TEC-AC-3959,dell slim usb multimedia keyboard,Corporate,Technology - Accessories,104
OFF-PA-4781,hp office paper (20lb. and 87 bright),Corporate,Office Supplies - Paper,113
OFF-EN-4918,"jiffy manila envelope, recycled",Home Office,Office Supplies - Envelopes,148
OFF-PA-6423,"wirebound service call books, 5 1/2"" x 4""",Consumer,Office Supplies - Paper,106
TEC-PH-5256,motorola l703cm,Consumer,Technology - Phones,82
OFF-ST-6158,sterilite show offs storage containers,Home Office,Office Supplies - Storage,19
TEC-AC-5184,maxell dvd-ram discs,Consumer,Technology - Accessories,32
OFF-BI-6629,xtralife clearvue slant-d ring binders by cardinal,Home Office,Office Supplies - Binders,105
TEC-PH-5344,nokia lumia 521 (t-mobile),Consumer,Technology - Phones,59
OFF-FA-5466,"oic colored binder clips, assorted sizes",Consumer,Office Supplies - Fasteners,105
OFF-AR-5929,"sanford prismacolor professional thick lead art pencils, 36-color set",Home Office,Office Supplies - Art,22
FUR-CH-5386,novimex high-tech fabric mesh task chair,Consumer,Furniture - Chairs,15
OFF-BI-2906,acco economy flexible poly round ring binder,Home Office,Office Supplies - Binders,76
FUR-FU-4072,"eldon image series desk accessories, ebony",Consumer,Furniture - Furnishings,97
TEC-AC-5153,logitech z-906 speaker sys - home theater - 5.1-ch,Corporate,Technology - Accessories,90
OFF-PA-6473,xerox 1920,Corporate,Office Supplies - Paper,41
TEC-PH-4888,iottie hlcrio102 car mount,Corporate,Technology - Phones,49
TEC-PH-5845,"samsung speaker phone, voip",Home Office,Technology - Phones,99
FUR-FU-6298,tensor brushed steel torchiere floor lamp,Home Office,Furniture - Furnishings,85
FUR-TA-3775,"chromcraft training table, rectangular",Home Office,Furniture - Tables,19
FUR-BO-3174,"atlantic metals mobile 2-shelf bookcases, custom colors",Consumer,Furniture - Bookcases,59
TEC-PH-4486,griffin gc17055 auxiliary audio cable,Corporate,Technology - Phones,87
TEC-MA-6137,"startech card printer, red",Home Office,Technology - Machines,64
OFF-AP-4718,honeywell quietcare hepa air cleaner,Corporate,Office Supplies - Appliances,13
TEC-PH-6014,shoretel shorephone ip 230 voip phone,Consumer,Technology - Phones,28
OFF-AP-4603,holmes 99% hepa air purifier,Consumer,Office Supplies - Appliances,116
TEC-PH-5650,pyle prt45 retro home telephone,Consumer,Technology - Phones,62
OFF-PA-6526,xerox 197,Home Office,Office Supplies - Paper,32
FUR-BO-5965,sauder inglewood library bookcases,Corporate,Furniture - Bookcases,101
OFF-PA-6511,xerox 1955,Corporate,Office Supplies - Paper,46
FUR-TA-4677,hon rectangular conference tables,Corporate,Furniture - Tables,12
OFF-PA-4782,hp office recycled paper (20lb. and 87 bright),Consumer,Office Supplies - Paper,28
FUR-TA-3351,"barricks round table, with bottom storage",Home Office,Furniture - Tables,103
OFF-ST-6290,tennsco industrial shelving,Home Office,Office Supplies - Storage,27
OFF-LA-3225,avery 503,Home Office,Office Supplies - Labels,72
OFF-PA-6510,xerox 1954,Consumer,Office Supplies - Paper,63
FUR-FU-3938,"deflect-o economat nonstudded, no bevel mat",Consumer,Furniture - Furnishings,9
TEC-AC-3401,belkin qode fastfit bluetooth keyboard,Consumer,Technology - Accessories,57
OFF-BI-4362,gbc recycled grain textured covers,Consumer,Office Supplies - Binders,127
FUR-BO-3650,"bush westfield collection bookcases, dark cherry finish, fully assembled",Corporate,Furniture - Bookcases,88
OFF-ST-5596,"personal folder holder, ebony",Consumer,Office Supplies - Storage,68
FUR-CH-5755,"safco chair connectors, 6/carton",Home Office,Furniture - Chairs,42
FUR-FU-5722,"rubbermaid clustermat chairmats, mat size- 66"" x 60"", lip 20"" x 11"" -90 degree angle",Consumer,Furniture - Furnishings,122
FUR-CH-4409,"global fabric manager's chair, dark gray",Home Office,Furniture - Chairs,112
FUR-BO-5685,"riverside palais royal lawyers bookcase, royale cherry finish",Consumer,Furniture - Bookcases,68
FUR-TA-3349,"barricks round table, fully assembled",Home Office,Furniture - Tables,41
TEC-PH-5537,panasonic business telephones kx-t7736,Home Office,Technology - Phones,24
OFF-AP-4606,holmes hepa air purifier,Corporate,Office Supplies - Appliances,52
FUR-CH-5790,safco optional arm kit for workspace cribbage stacking chair,Consumer,Furniture - Chairs,99
TEC-MA-4206,"epson printer, red",Consumer,Technology - Machines,120
OFF-AP-4611,"holmes visible mist ultrasonic humidifier with 2.3-gallon output per day, replacement filter",Consumer,Office Supplies - Appliances,101
OFF-AP-4729,hoover commercial steamvac,Consumer,Office Supplies - Appliances,19
OFF-AR-3445,bic brite liner highlighters,Consumer,Office Supplies - Art,19
OFF-PA-6585,xerox 221,Corporate,Office Supplies - Paper,94
OFF-AR-3613,bulldog table or wall-mount pencil sharpener,Corporate,Office Supplies - Art,146
OFF-PA-5229,"message book, wirebound, four 5 1/2"" x 4"" forms/pg., 200 dupl. sets/book",Consumer,Office Supplies - Paper,119
OFF-AP-4607,holmes odor grabber,Home Office,Office Supplies - Appliances,38
TEC-MA-6153,"startech receipt printer, white",Consumer,Technology - Machines,139
OFF-ST-4271,"fellowes mobile file cart, black",Consumer,Office Supplies - Storage,137
OFF-AR-3479,"binney & smith crayola metallic colored pencils, 8-color set",Consumer,Office Supplies - Art,19
OFF-ST-4839,iceberg mobile mega data/printer cart,Corporate,Office Supplies - Storage,149
FUR-CH-5415,novimex turbo task chair,Corporate,Furniture - Chairs,74
TEC-MA-2865,"3d systems cube printer, 2nd generation, magenta",Corporate,Technology - Machines,132
OFF-PA-6458,xerox 1907,Consumer,Office Supplies - Paper,30
FUR-TA-4642,"hon computer table, adjustable height",Corporate,Furniture - Tables,81
OFF-EN-2854,#6 3/4 gummed flap white envelopes,Consumer,Office Supplies - Envelopes,7
OFF-PA-6481,xerox 1928,Corporate,Office Supplies - Paper,57
OFF-LA-3205,avery 486,Corporate,Office Supplies - Labels,61
OFF-AP-3371,belkin 8-outlet premiere surgemaster ii surge protectors,Corporate,Office Supplies - Appliances,148
OFF-PA-6450,xerox 19,Consumer,Office Supplies - Paper,6
FUR-TA-3427,bevis round conference table top & single column base,Consumer,Furniture - Tables,50
OFF-PA-6579,xerox 216,Corporate,Office Supplies - Paper,65
FUR-TA-3438,"bevis training table, with bottom storage",Consumer,Furniture - Tables,36
OFF-ST-6295,"tennsco snap-together open shelving units, starter sets and add-on units",Consumer,Office Supplies - Storage,46
FUR-TA-3777,"chromcraft wood table, adjustable height",Consumer,Furniture - Tables,6
TEC-AC-5120,logitech media keyboard k200,Consumer,Technology - Accessories,33
FUR-TA-4690,"hon round table, fully assembled",Consumer,Furniture - Tables,50
OFF-AP-5935,"sanitaire vibra groomer ir commercial upright vacuum, replacement belts",Consumer,Office Supplies - Appliances,79
FUR-FU-2870,3m polarizing light filter sleeves,Consumer,Furniture - Furnishings,92
TEC-AC-5103,logitech g105 gaming keyboard,Consumer,Technology - Accessories,72
TEC-MA-6625,xerox workcentre 6505dn laser multifunction printer,Corporate,Technology - Machines,142
OFF-PA-6562,xerox 2000,Consumer,Office Supplies - Paper,61
